,id_generacion,id_hora,fecha_hora,inyeccion_retiro,tipo,subtipo,fecha,hora,minuto,hora_decimal,tipo_subtipo
0,761928,19131,2024-03-08 00:00:00,0.0,Bess,Inyección,2024-03-08,0,0,0.0,Bess | Inyección
175,770000,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
176,770031,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
177,770062,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
178,770093,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
179,770124,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
180,770155,19131,2024-03-08 00:00:00,1.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
181,770186,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
182,770217,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
183,770248,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
184,770279,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
185,770310,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
186,770341,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
187,770372,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
188,770403,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
189,770434,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
190,770465,19131,2024-03-08 00:00:00,2.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
191,770496,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
192,770527,19131,2024-03-08 00:00:00,2.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
193,770558,19131,2024-03-08 00:00:00,0.0,Hidroeléctricas,Pasada,2024-03-08,0,0,0.0,Hidroeléctricas | Pasada
